Percent_Stride,BF_Right_4p0_Mean,BF_Right_4p0_Std,BF_Right_5p0_Mean,BF_Right_5p0_Std,BF_Right_6p0_Mean,BF_Right_6p0_Std,BF_Right_7p0_Mean,BF_Right_7p0_Std,BF_Right_7p5_Mean,BF_Right_7p5_Std,BF_Right_8p0_Mean,BF_Right_8p0_Std,BF_Left_4p0_Mean,BF_Left_4p0_Std,BF_Left_5p0_Mean,BF_Left_5p0_Std,BF_Left_6p0_Mean,BF_Left_6p0_Std,BF_Left_7p0_Mean,BF_Left_7p0_Std,BF_Left_7p5_Mean,BF_Left_7p5_Std,BF_Left_8p0_Mean,BF_Left_8p0_Std
67,0.99803444742982,0.00490350085495714,1.00673541884118,0.00612700277631851,1.00572197103527,0.0038730154366159,1.01484461358945,0.00270356242218304,0.999791297283516,0.00790954197435558,1.02735793955494,0.00537450992505022,1.00462276298955,0.00586711828103394,0.982583474547777,0.0102524858040263,0.988795772116249,0.00502991205661222,0.983125347750905,0.00411874376587195,0.998959125648535,0.00816914072282888,0.972361712492347,0.000592386365934667
68,1.0035765440724,0.00489841165593554,1.01190027458603,0.00683255198513734,1.01075862764465,0.00430825880340318,1.02014962646753,0.0026891376655341,1.00641160458784,0.00861148638429724,1.03549332466124,0.00495417655590314,0.999689894193585,0.00548869299829957,0.977186846987386,0.00953969064482232,0.982686040852675,0.00477757257951008,0.977462919206054,0.00350192459082357,0.992963366901319,0.00752256645725263,0.966878584812611,0.000903525390938959
69,1.00922211906908,0.00491487304257424,1.01713243887799,0.00765084159588592,1.01569979576179,0.00484922104353293,1.02539629271563,0.00278930958313887,1.0127718935121,0.00929553228750033,1.04344179431112,0.0046257349450954,0.99497718489806,0.00495324308680951,0.972311851929301,0.0085583686859393,0.976857922239957,0.0044044783547369,0.972118200325422,0.00277987586796219,0.987013413361844,0.00688667282899271,0.961834556167882,0.00124226342608543
70,1.01493610531494,0.00497539656096599,1.02245976711882,0.00853328731754372,1.0206457347346,0.00548454993723894,1.03068161618492,0.00298242230520649,1.01894316084731,0.00992593614702897,1.05125640744674,0.00439884564870269,0.990501838107627,0.00435389411290071,0.967979478248026,0.00744728283467034,0.971469982006139,0.00393817092497828,0.967244774223089,0.00200137610224769,0.98126463715581,0.00627785973082772,0.95727112069672,0.00154606960704479
71,1.02068231399364,0.00508497819695874,1.02789320274751,0.00945208725855436,1.0256704062445,0.0061865834466479,1.03606069690231,0.00323906787329033,1.02500404264141,0.0104806250064082,1.05896967846483,0.00426671994858623,0.986295660163897,0.00375925464029214,0.964214505309167,0.00627706549945181,0.966661765687175,0.00348811442341412,0.962951666252068,0.00123221146019316,0.975861408053552,0.00569997518085807,0.953180713480754,0.00180432679674552
72,1.02640687910744,0.00522780999110314,1.03343978020597,0.0103631724930015,1.03082571089913,0.00692688976534587,1.04157982009179,0.00354108650800234,1.03102779651434,0.010946209452659,1.06658316679175,0.00420628399728251,0.982361730816861,0.00322995195184323,0.96104093468221,0.00513241005632392,0.962477542444236,0.00309945325461909,0.959291485254639,0.00054458029217525,0.970919198429317,0.00515286845845695,0.94951164839584,0.00201454079235583
73,1.03206370304947,0.00537735473732361,1.03908110884527,0.0112183090791606,1.03616378901541,0.00766438964337935,1.04729042437315,0.00386174382153555,1.03706437181193,0.0113056247416493,1.07405621128752,0.00417554347619721,0.978678733615923,0.002805976064577,0.958431089790238,0.00400228729542414,0.958947717135758,0.00280415021962877,0.956258528363437,0.000133853770315026,0.966511516588586,0.00464167375925982,0.946183212059197,0.00217941824552109
74,1.03759748839124,0.00550793925305375,1.04479042224678,0.0119488957669825,1.04172182286096,0.00835796955148263,1.05322112102607,0.00417255489261989,1.04316441194785,0.0115674470061477,1.08129725205482,0.00412381042096395,0.97524915190051,0.00249943616658308,0.95631878439682,0.0029927906679956,0.956064885096527,0.00260489991156057,0.953796201792215,0.000447807829144791,0.962664203337774,0.00418048929322512,0.943104180169304,0.00230880962718151
75,1.04297553106288,0.0055824481091549,1.05053644371918,0.0124847975379161,1.04751819569021,0.00896740239223897,1.05937050316432,0.00444638972734811,1.04937014068348,0.011774404740807,1.08816724601981,0.00400454928833973,0.972073510035647,0.00226824708609054,0.954656909446774,0.00214712410803876,0.95378858134533,0.00248130444758655,0.951811400542507,0.000653413715874912,0.959356409638017,0.003787325995349,0.940185586748843,0.00241683515203663
76,1.04818484596487,0.00559908041977517,1.05628770617672,0.0127410370043328,1.05354568911295,0.00945297484467455,1.06570528258229,0.00466112994188438,1.05570662057358,0.0119571859433934,1.09447101199411,0.00378644519356876,0.969148760237613,0.00209571984554387,0.953394489736542,0.00149123035687427,0.952051599153766,0.00240376270451599,0.950192285314402,0.0006968563092669,0.956527590866261,0.00347223972312461,0.937345487155403,0.00251719528372332
77,1.05320573960898,0.00552722952966833,1.06194554038091,0.0126079153654485,1.05976630083978,0.00977705991433635,1.0721605114797,0.00480189020884832,1.06218295326942,0.0121150154338411,1.10003082302163,0.00345448983986902,0.966492302541135,0.00196599270622995,0.952416319453742,0.00103315855926812,0.95076865715582,0.00234577248938335,0.948825484513357,0.000614528982560717,0.954090706924205,0.00322685741782361,0.934501599681789,0.00262411902377253
78,1.05803381001807,0.00534645156383095,1.06746286782797,0.012068348482331,1.06610248382613,0.00989604974208665,1.07863974624514,0.00486147216293514,1.06877773183345,0.0122337040849527,1.10467495776233,0.00301599360035596,0.964120501634868,0.00184103542777995,0.951631882282205,0.000829661355086356,0.949849309431106,0.00228947972693874,0.947609129361545,0.000470587168890903,0.951950134197797,0.00302525648027404,0.931577805299502,0.00275166003657733
79,1.06267399939614,0.00506905261789971,1.07276416651868,0.0110974418013476,1.07245312503983,0.00978676014828963,1.08501907905509,0.00483976856687843,1.0754370495459,0.0122876596235624,1.10827473687426,0.00250101981182919,0.962020564809352,0.0017502391793376,0.950957599679288,0.000909430342503173,0.949186376571029,0.00222987113186892,0.946458907083341,0.000377235987191243,0.950018443925874,0.0028357386989487,0.928495875879515,0.00291432354545865
80,1.06710493603034,0.00466996414739536,1.07775324750028,0.00971104814620693,1.07869240426033,0.00944077623999219,1.09115445922963,0.00474286481853142,1.08207416871591,0.0122427597521375,1.11076419156657,0.00195764784837191,0.960176339504765,0.00167813721748399,0.950318223675067,0.00121138268453802,0.94868792473512,0.00216458479180581,0.945306473521687,0.000466066595435593,0.948225378646486,0.00263411175894744,0.925177310683715,0.00312249797584366
81,1.07130042778714,0.00416021008696089,1.08228940972631,0.00786990545954692,1.08466313830744,0.00887791743436425,1.09689285553115,0.00458211761381632,1.08857173470585,0.0120605022819352,1.11214476501943,0.00144630174006878,0.958557433545968,0.00161539633422327,0.949607366088805,0.00167776799325089,0.948269414014112,0.00209671167161876,0.944093045935624,0.000697713664002901,0.94651643004449,0.00241173125485123,0.921550211456462,0.00337735317995959
82,1.0752401581464,0.00357663120458176,1.08633229640241,0.00572973764667803,1.09021248515703,0.00813361208139522,1.10208324486291,0.00437342024430562,1.09478735525918,0.0117071061317675,1.1124761821293,0.00104766043143787,0.957108248102475,0.00159728972184099,0.94877399266873,0.00226416840875998,0.947840575444957,0.00203385939883117,0.94276249308774,0.00100139420086309,0.944843024962863,0.00217845214731132,0.917558866067147,0.00366901972062004
83,1.07887624147453,0.00289767241639868,1.08980197449469,0.00340386532601571,1.09519544055605,0.00726688596809727,1.10658800078199,0.00413683645173527,1.10056339362402,0.0111606815754588,1.11185945329135,0.00086636896975044,0.95576947721439,0.00159858312361709,0.947765189883691,0.00295652030307182,0.947324107539045,0.00198683241257198,0.9412569925877,0.00136868122889435,0.943150284636637,0.00196432609077148,0.913174106035172,0.00397677513969978
84,1.08214520310449,0.00217149607782834,1.09260115831423,0.00116577682668978,1.09948302891288,0.00637175408002225,1.11029232823731,0.00389504219162683,1.10573965085348,0.0104159681476667,1.11041486281175,0.000935809027195889,0.954486214199971,0.00162113412171867,0.946528925109897,0.00372353416176979,0.946645006585686,0.00197103396703764,0.939516840531173,0.00181174425948493,0.941369139379466,0.00182151793113925,0.908402593188788,0.00427143376375034
85,1.08500047620235,0.00145874198827328,1.094617079339,0.00175896555339151,1.10295931235452,0.00557218028367158,1.1131103284818,0.0036709918571764,1.11016632343242,0.00948426497908717,1.10826350603467,0.00113953719749479,0.953205874901979,0.00165927695706101,0.945005594232862,0.00456195326794414,0.945726866478248,0.00200791907725546,0.937483935990463,0.00233972564408543,0.939416181736611,0.00181800897352227,0.90329111384293,0.00452180060297903
86,1.08737476901135,0.000785225385163052,1.0958850443412,0.00396246645678227,1.10554363352788,0.00504179769054102,1.11498758707087,0.00348423326336402,1.11371420813479,0.00839073347130964,1.10551775748776,0.00137284734665625,0.951885481327726,0.00170809497505761,0.943198694887877,0.00540364999869669,0.944500781316241,0.0021196221428478,0.935107990869088,0.00294917395600572,0.937201362444043,0.00200635198476849,0.897924189238852,0.00469949743425869
87,1.08919580935839,0.000575101879289116,1.09640241553822,0.0060190751716013,1.10721337089685,0.00493328622494461,1.11590012539163,0.00334731945855122,1.11628148950718,0.00716965023436755,1.10227799234893,0.00159764962231074,0.950489907419338,0.00175939883974008,0.941099693420361,0.00619509845710822,0.942923192450299,0.00230472733573784,0.93235450495632,0.00362141606294907,0.934639549308755,0.0023872535927354,0.892418732823197,0.00478100351630312
88,1.09045852301598,0.00100580784924765,1.09615647646006,0.00777870169850585,1.10795411353716,0.00523566208508508,1.11585010421416,0.00326345788966392,1.11779759214539,0.0058586748127364,1.09856681111322,0.0019221444958188,0.948994873304487,0.0018053746405482,0.938699221163784,0.00686273363720925,0.940962175883994,0.00254155822200849,0.929210906019319,0.00432562180981816,0.931663384123045,0.00291786379963829,0.886916743428339,0.00474927674623742
89,1.09112082081161,0.0016030416609925,1.0951690156841,0.00922645168470477,1.10777717018379,0.00580911020353932,1.1148600250776,0.00322801009630076,1.11822464255735,0.00449459135944164,1.09441542347966,0.00230288649066125,0.947366546286499,0.00186103402502746,0.936014104970179,0.00734646823127619,0.938609939386439,0.00279233562940209,0.925690612799112,0.00502419791816777,0.928235381624323,0.00354026272215705,0.881576126053847,0.00459411823203104
90,1.09115551371628,0.00212991219498876,1.09352254966468,0.0103281855986016,1.1067148197258,0.00649679147593094,1.11296881866633,0.00323221441436828,1.11755747038772,0.0031105100739933,1.08990329686527,0.00238417171526442,0.945569748324826,0.00190280733042825,0.9330913369456,0.00759228991875086,0.935885655295973,0.00301314952338141,0.921835550707068,0.00567894719838958,0.92435538830417,0.00419553666049685,0.876562189898869,0.00431206114109515
91,1.09063286455611,0.00258936893109932,1.09128871128134,0.0110903612140644,1.10476799054309,0.00715339457498751,1.11023090035227,0.00326628772461259,1.11582309626191,0.0017365329569962,1.08548483180833,0.0023613361839666,0.943597961364804,0.00192940155328673,0.929984927805584,0.00756260068343241,0.93281897125029,0.0031484058705444,0.91771713753265,0.00625324114820023,0.92006434113934,0.00482755976364456,0.8720386461972,0.00390562724148051
92,1.08953884763399,0.00301607251461037,1.08854987193234,0.0115335597304451,1.10205476848728,0.00774525293152443,1.10671731228214,0.00332055013597326,1.1130801509983,0.000420191369330611,1.08138947502686,0.0025290437511887,0.941428372904233,0.0019427321888029,0.926767500930668,0.00723270672883892,0.929512003747353,0.0031812579993635,0.913434484160536,0.00671378083939506,0.915443867224564,0.00538238386830675,0.868162505773778,0.00337985853221708
93,1.08791510457201,0.00334252849180437,1.08537979100611,0.0116959389702581,1.09864265483481,0.00825434618585391,1.10251759275932,0.00338526479447427,1.10941868291578,0.000907913044583414,1.07731126188523,0.00284727617372169,0.939072517155456,0.00190833362755189,0.923553635575702,0.00655473061836417,0.926073983583631,0.00308135346183039,0.909112494891919,0.00702963252130347,0.910614147854556,0.00580908707830795,0.865081256536702,0.0027424795440245
94,1.08586808214967,0.00362118283884713,1.08189421300192,0.011639255535234,1.09463314292372,0.00865100799236506,1.09774101675139,0.00345073660001546,1.10496051560271,0.00207990270365562,1.07298370072248,0.00305384400408008,0.936584893395213,0.00183735272046627,0.92044131427323,0.00557017556417963,0.922638087424941,0.00282767357982938,0.904897490276907,0.00717457923025205,0.905729292258587,0.00606060852899595,0.862926270476799,0.00200884550110985
95,1.08341240324597,0.00387248351155646,1.07817940465486,0.0114155712764567,1.09013638212323,0.00892322469435411,1.09251581542124,0.00350866100369999,1.09985844012144,0.00312254278344343,1.06865418148172,0.00325103485793459,0.934018380690619,0.00172775944168094,0.917539912902077,0.00429865430180744,0.91935011057759,0.00242766358459045,0.900953355040214,0.00712679571461765,0.900972599414984,0.00609622272780178,0.861821599717033,0.00119404071986947
96,1.08064590222777,0.00408577397724396,1.07432847147634,0.0110818380705875,1.08526989239869,0.0090763496319014,1.08698550005664,0.00355478110466969,1.09429251040327,0.00399094995898451,1.06435105926491,0.00341075219520313,0.931460599657569,0.00159006358434407,0.914972541716882,0.00279016570449942,0.916369624403022,0.00193470440635528,0.897455772171212,0.0068698829576878,0.896548044224424,0.00588198935230858,0.86192552929201,0.000376955380619289
97,1.07765733991906,0.00429081620502125,1.07045199545504,0.0107025669831372,1.08016142215781,0.00912214843986086,1.08130215742966,0.00359270920881932,1.08846212630915,0.00464774204174533,1.06004708218427,0.00351959928919716,0.928994181962175,0.0014396071103138,0.912915556563391,0.00122121800802762,0.913861502972662,0.00153719448894222,0.894587919399382,0.00639110030946412,0.892674308389572,0.00539277918844023,0.863341185213759,0.000909634077963816
98,1.07449308136603,0.00449558411441449,1.06664095887885,0.0103367861522419,1.07494375325737,0.0090758792578609,1.07561678209739,0.00363840997973426,1.0825730085964,0.00506516156839819,1.05571075161101,0.00356783560483863,0.926742891383589,0.00127895712223046,0.911430037282804,0.00163801649020513,0.911989249923592,0.00166320280448454,0.892532743534214,0.00568436229321228,0.88957610552172,0.004609554561242,0.866106359113126,0.00190411378232225
99,1.07124158333937,0.00469027317722771,1.06296664960993,0.0100291724427247,1.06974736259619,0.00895402744749224,1.07006720664511,0.00372263075707898,1.0768196832538,0.00523004810208738,1.0513145774443,0.00354843930995501,0.924778452262653,0.00112077240258669,0.910616357343693,0.00369405542466493,0.910905986525526,0.00246113549928539,0.891465020787399,0.00475724074801069,0.887477270997698,0.00351916428627181,0.87017118228928,0.00285776635812835
100,1.06795164948484,0.00486421479968761,1.05948030519002,0.00981174043419863,1.06469137273841,0.00877240041728541,1.06476546825056,0.00388533310126216,1.07136626698381,0.00514706842541683,1.04684052590772,0.00345675989842156,0.923176707643451,0.00096237682465792,0.910562929729496,0.00599746690246737,0.91074706205603,0.00364635524096865,0.891541756331138,0.0036439201706262,0.886587474778083,0.00211684479530297,0.87543370348166,0.00371623948408962
