Percent_Stride,BF_Right_4p0_Mean,BF_Right_4p0_Std,BF_Right_5p0_Mean,BF_Right_5p0_Std,BF_Right_6p0_Mean,BF_Right_6p0_Std,BF_Right_7p0_Mean,BF_Right_7p0_Std,BF_Right_7p5_Mean,BF_Right_7p5_Std,BF_Right_8p0_Mean,BF_Right_8p0_Std,BF_Left_4p0_Mean,BF_Left_4p0_Std,BF_Left_5p0_Mean,BF_Left_5p0_Std,BF_Left_6p0_Mean,BF_Left_6p0_Std,BF_Left_7p0_Mean,BF_Left_7p0_Std,BF_Left_7p5_Mean,BF_Left_7p5_Std,BF_Left_8p0_Mean,BF_Left_8p0_Std
53,0.932372209454376,0.00193940345773989,0.925343752889022,0.00256789608309402,0.916817005701244,0.0038669484534012,0.91264353409451,0.00230153808063861,0.894718982322637,0.00638568828265556,0.89787248074211,0.00443340021444554,1.060219903159,0.00841567472640882,1.05397480867342,0.00145355312931257,1.05439967720974,0.00389806469416079,1.04641212039884,0.00713771081964684,1.06191024763546,0.00651367213475017,1.05066917952888,0.00444021192148352
54,0.933972714990911,0.00106755245291446,0.929642392740547,0.0036964989651544,0.920938954892149,0.00388829734951112,0.91872533799186,0.00283561599624169,0.898683997108202,0.00608407961585031,0.906116348720965,0.00535824875183331,1.05663217112236,0.00801400345039982,1.05045464425001,0.000732970255425661,1.0505089691738,0.00414509180258233,1.04197376738953,0.00696167026956151,1.05708524815712,0.00731376768005218,1.04562293120114,0.00455216899347347
55,0.936477370796303,0.000973005379389055,0.934769108689035,0.0046527071847512,0.926109897246052,0.00392261095537651,0.925811176546256,0.00353849129857722,0.903944801168438,0.00574513325345263,0.914986360698423,0.00622929685773626,1.05328191005782,0.00744570107903784,1.04678388813705,0.000236322482047706,1.04681918027684,0.00424294039039853,1.03784817588927,0.00675023266801362,1.05263285804873,0.00806015981281455,1.04053585976832,0.00466934259152823
56,0.939827948083136,0.00168541118748094,0.940550080683558,0.0053933894931989,0.932186714467735,0.00390646045938837,0.933684583618986,0.00421434865161447,0.910376651895147,0.00538553594494411,0.92435971940377,0.00699307497496159,1.05018921485968,0.00678537445098428,1.0429081053949,0.00134444957403818,1.043252915645,0.00421022447063346,1.03397918320931,0.00652218734964308,1.04851616476363,0.00872941472374511,1.03542550678722,0.00476673879354494
57,0.943978048208082,0.00252288296886905,0.946815079949075,0.00586822023698933,0.938998540681247,0.00383474329581932,0.942092352677763,0.0047416852638374,0.917794055922567,0.00503905111108828,0.934095641658918,0.007599573082556,1.04724856582894,0.00612017785460111,1.03875030181964,0.00268169572654603,1.03970788871112,0.00408440303798832,1.03027923037987,0.00629903512459552,1.04466003211187,0.00930493849372792,1.03028363875134,0.00480697420330343
58,0.948822612418597,0.00321742749106406,0.953374127776832,0.00603497709844769,0.946318639543623,0.00370022096571344,0.950768185434657,0.00505249823301331,0.92596557541245,0.00475997312463677,0.944044238359893,0.00801054363115825,1.04431014190644,0.00550457264913493,1.03428356057512,0.00412085258474477,1.03606220952838,0.00393397467064251,1.02663956009587,0.00609883380155253,1.04096089046974,0.00977392362266166,1.02507778474998,0.00474714340123022
59,0.954109989278154,0.00377993205051183,0.960062929605383,0.00593345520775138,0.953904503561322,0.00351451090761578,0.959458274050742,0.00512449342002255,0.934635318118843,0.00461111082393929,0.954059334734568,0.00820770171576951,1.04118261673135,0.00502708296412918,1.02944042065292,0.0055555677400059,1.03219710127167,0.00384349167404261,1.02294101081226,0.00593134863144725,1.03729985324224,0.010125596509574,1.01975924339874,0.00455029525509676
60,0.959660492904582,0.00417722756000974,0.966698464447913,0.00567470572615127,0.961527690023392,0.00331215603024823,0.967944583201599,0.00497733254158174,0.943549215794214,0.00463476032694828,0.964011356749372,0.00819756988752998,1.03770339692265,0.00479834693084491,1.02422690609305,0.00692036857623583,1.02801665345556,0.00387823084519599,1.01906601136172,0.00579540330157422,1.03355581175875,0.010350415927379,1.0142771143474,0.00419752978962856
61,0.965306694735761,0.0044413780787773,0.973147264084734,0.00533677835573444,0.968976471794158,0.00315225311483656,0.976061858604647,0.00466357080342943,0.952480459173372,0.00482802046251842,0.973797935807155,0.00800905660981052,1.03381197573528,0.00482052656793456,1.01866571440651,0.00817553359296294,1.02343445030382,0.00403509624143797,1.01491234163491,0.00567902857784562,1.0296170899479,0.0104395034656337,1.00859513628054,0.00369492314058808
62,0.9709124173735,0.00461377014081553,0.979352601706168,0.00504486442665079,0.976103408394932,0.00306145568892191,0.983705683524704,0.00425306692243873,0.961247839280543,0.00515193660651579,0.98335096839225,0.00768361405903276,1.0295236202572,0.00507829874255026,1.01282169669707,0.00924645636243055,1.01843633128965,0.00429996141694749,1.01040693069436,0.00556267706881659,1.0253912550503,0.0103850084176874,1.00270596889256,0.0030733210786127
63,0.976422465011444,0.00472989927740057,0.985271221169717,0.00488669457108023,0.982822183394005,0.00305531288557956,0.990831398638745,0.00381577528006804,0.96972339488046,0.00556567612462996,0.992638185314544,0.0072646212400308,1.02486217230886,0.00545823576916252,1.0067562204848,0.0100764600690234,1.01303251413018,0.00461080594962168,1.00551686851755,0.00542324555568084,1.02081294472167,0.0101828195581519,0.996639153241683,0.00238270204013702
64,0.981836806647676,0.00481265877299895,0.99089968682943,0.00492402470319241,0.989108533461731,0.00313766792083661,0.997446175842936,0.00340922984854049,0.977830715832306,0.00605001381754145,1.00165863255062,0.00679258788628443,1.01992581081817,0.00579942064258486,1.00056015708457,0.0106241137811984,1.00727329727836,0.00488901278837793,1.00025621176027,0.00523567796965605,1.01585062114115,0.00983728860742612,0.990462106180101,0.00168414888519444
65,0.987205707794952,0.00487196017755681,0.996306582775446,0.00515073041621386,0.994979924733449,0.00329918950065789,1.00359798341852,0.0030737428783953,0.985537973626182,0.006604576652515,1.01043540691487,0.00630536127748581,1.01483703481481,0.00602382924822668,0.994391529032709,0.0108286722521943,1.00123582852474,0.00507655040853205,0.994688903707333,0.00497275719627099,1.01051276278207,0.00936521839717453,0.98427482529011,0.001047766592806
66,0.992591619513257,0.00490210383303934,1.00156134809821,0.00555737843848647,1.00049192857677,0.00354050957986153,1.00936475303559,0.00283411171309427,0.992848717630557,0.00722950862720756,1.01900246890596,0.00583217179967769,1.00970560232592,0.00605028817895908,0.988358746884148,0.0106993220661161,0.99503060625219,0.00513078783746186,0.988927418264282,0.00460729170481511,1.00485130080075,0.00879629192869528,0.978198860957786,0.000595724546545374
