Time,Coordinate,Speed,Mean,Std
0,knee_angle_r,6.0,27.8649883841466,2.21885346740852
1,knee_angle_r,6.0,29.7722702066812,2.17045074910051
2,knee_angle_r,6.0,32.0910465476165,2.20083210449728
3,knee_angle_r,6.0,34.7423630321016,2.29192223086691
4,knee_angle_r,6.0,37.6116439949597,2.42222618833367
5,knee_angle_r,6.0,40.5590639908078,2.57073778499907
6,knee_angle_r,6.0,43.4358680384849,2.72131768718526
7,knee_angle_r,6.0,46.0996761201716,2.86562458297689
8,knee_angle_r,6.0,48.4211581950887,2.99510347847779
9,knee_angle_r,6.0,50.2934667196452,3.10095711170477
10,knee_angle_r,6.0,51.6601990504882,3.211690717101
11,knee_angle_r,6.0,52.4540850398605,3.3654020218195
12,knee_angle_r,6.0,52.6942620529872,3.54095103020067
13,knee_angle_r,6.0,52.3878337772208,3.7372000701718
14,knee_angle_r,6.0,51.5537001536252,3.94848917264039
15,knee_angle_r,6.0,50.2201815979293,4.16520395832543
16,knee_angle_r,6.0,48.4151722529016,4.35911339211783
17,knee_angle_r,6.0,46.1902836353359,4.52303444302399
18,knee_angle_r,6.0,43.6087154938607,4.65014162078426
19,knee_angle_r,6.0,40.7385602795311,4.72355310886972
20,knee_angle_r,6.0,37.65939994315,4.72759850053796
21,knee_angle_r,6.0,34.4648315294086,4.64587959425459
22,knee_angle_r,6.0,31.2685468626088,4.45979054377807
23,knee_angle_r,6.0,28.1861984400866,4.16065835926532
24,knee_angle_r,6.0,25.3485569381517,3.75734919755427
25,knee_angle_r,6.0,22.8814644597097,3.25578402318981
26,knee_angle_r,6.0,20.9029814660926,2.66787886764833
27,knee_angle_r,6.0,19.5192137172622,2.01406848045262
28,knee_angle_r,6.0,18.8197959797368,1.32298532047535
29,knee_angle_r,6.0,18.8689937284722,0.630315821017479
30,knee_angle_r,6.0,19.6955348075751,0.0703589446573417
31,knee_angle_r,6.0,21.3343262734633,0.652872155191909
32,knee_angle_r,6.0,23.7104699525205,1.14724489120679
33,knee_angle_r,6.0,26.7291390416412,1.55083241529185
34,knee_angle_r,6.0,30.3015526991457,1.86310380185643
35,knee_angle_r,6.0,34.3294173376566,2.09038172285973
36,knee_angle_r,6.0,38.7112953211915,2.24348101715797
37,knee_angle_r,6.0,43.3484766920332,2.33585942251787
38,knee_angle_r,6.0,48.1499118923492,2.38175186875062
39,knee_angle_r,6.0,53.0364333248648,2.3935147905455
40,knee_angle_r,6.0,57.9381396859373,2.38632976047702
41,knee_angle_r,6.0,62.7970172340999,2.36576445958507
42,knee_angle_r,6.0,67.5761683391434,2.33789123224086
43,knee_angle_r,6.0,72.2502589979756,2.30582847451373
44,knee_angle_r,6.0,76.8040539935339,2.27077692516344
45,knee_angle_r,6.0,81.2301875828493,2.23252082444677
46,knee_angle_r,6.0,85.526549386655,2.19031361132408
47,knee_angle_r,6.0,89.6899846133876,2.14766758268684
48,knee_angle_r,6.0,93.7250854796679,2.10219042675564
49,knee_angle_r,6.0,97.633043313721,2.05564528256155
50,knee_angle_r,6.0,101.411896330975,2.01111379258499
51,knee_angle_r,6.0,105.048011676784,1.96775718367194
52,knee_angle_r,6.0,108.536556998367,1.92991479642704
53,knee_angle_r,6.0,111.860040971399,1.89774039378364
54,knee_angle_r,6.0,114.994129325836,1.87252745190903
55,knee_angle_r,6.0,117.903392467751,1.8623141753042
56,knee_angle_r,6.0,120.561611244923,1.86661528275813
57,knee_angle_r,6.0,122.933642297862,1.89401620288516
58,knee_angle_r,6.0,124.983703010425,1.95658591686583
59,knee_angle_r,6.0,126.678015795986,2.06722232786295
60,knee_angle_r,6.0,127.987693828018,2.23505358576608
61,knee_angle_r,6.0,128.868923497573,2.4445607243709
62,knee_angle_r,6.0,129.322832710268,2.71611489250193
63,knee_angle_r,6.0,129.346370072413,3.04184309410849
64,knee_angle_r,6.0,128.954560237171,3.39554920072258
65,knee_angle_r,6.0,128.161132153759,3.76526126459124
66,knee_angle_r,6.0,126.985457328514,4.14146019633999
67,knee_angle_r,6.0,125.450740143429,4.51756112402073
68,knee_angle_r,6.0,123.582111279884,4.88994908274978
69,knee_angle_r,6.0,121.404868648449,5.25774878945176
70,knee_angle_r,6.0,118.936168727363,5.63420548115189
71,knee_angle_r,6.0,116.18977296019,6.00081263134412
72,knee_angle_r,6.0,113.201668159502,6.37083918505009
73,knee_angle_r,6.0,109.986807268972,6.74735965896329
74,knee_angle_r,6.0,106.557429715619,7.13253948492465
75,knee_angle_r,6.0,102.923632199905,7.52720876633572
76,knee_angle_r,6.0,99.0940865220934,7.93050558638297
77,knee_angle_r,6.0,95.0764268004941,8.34033895786717
78,knee_angle_r,6.0,90.8747394369472,8.75907882378032
79,knee_angle_r,6.0,86.5061901706005,9.16667438619665
80,knee_angle_r,6.0,81.9858933989063,9.54988096933436
81,knee_angle_r,6.0,77.3276923799811,9.88530195088152
82,knee_angle_r,6.0,72.5715696347466,10.1620516772685
83,knee_angle_r,6.0,67.7582271968843,10.3598852012599
84,knee_angle_r,6.0,62.9384309662375,10.4589664991408
85,knee_angle_r,6.0,58.1756070384114,10.4360314673916
86,knee_angle_r,6.0,53.5416900239426,10.2701513894662
87,knee_angle_r,6.0,49.1014159279167,9.96620775760881
88,knee_angle_r,6.0,44.9224417859323,9.5315902638675
89,knee_angle_r,6.0,41.0671748753224,8.98305737672378
90,knee_angle_r,6.0,37.5893095195082,8.34472366819717
91,knee_angle_r,6.0,34.5551759557223,7.66555637137139
92,knee_angle_r,6.0,31.9741042191513,6.95712780438002
93,knee_angle_r,6.0,29.8726834991682,6.22685935242928
94,knee_angle_r,6.0,28.2500619660503,5.50956420878108
95,knee_angle_r,6.0,27.1016689330205,4.8315416040337
96,knee_angle_r,6.0,26.4259789381466,4.20548733899167
97,knee_angle_r,6.0,26.2229216489493,3.64032198377978
98,knee_angle_r,6.0,26.4957491662344,3.14354467608216
99,knee_angle_r,6.0,27.2499654696411,2.72394862333525
100,knee_angle_r,6.0,28.4884972906122,2.39300405150177
