Time,Coordinate,Speed,Mean,Std
0,arm_flex_l,5.0,3.71748424693284,7.15924920900735
1,arm_flex_l,5.0,2.11376117855764,7.10771708428515
2,arm_flex_l,5.0,0.585925296806589,7.06448100212491
3,arm_flex_l,5.0,-0.87473614214748,7.03328283899752
4,arm_flex_l,5.0,-2.28018468270054,7.01838876278655
5,arm_flex_l,5.0,-3.64079391289966,7.0268070758336
6,arm_flex_l,5.0,-4.97998445282933,7.05893780817243
7,arm_flex_l,5.0,-6.31466116058416,7.11740412766557
8,arm_flex_l,5.0,-7.66053688230403,7.20225551585111
9,arm_flex_l,5.0,-9.03740590988382,7.31005972539833
10,arm_flex_l,5.0,-10.4601822526068,7.44033821151537
11,arm_flex_l,5.0,-11.9458930473105,7.59816878091866
12,arm_flex_l,5.0,-13.5094760370998,7.79145495412354
13,arm_flex_l,5.0,-15.1703340633744,8.02036554870607
14,arm_flex_l,5.0,-16.93436009637,8.30155147116778
15,arm_flex_l,5.0,-18.8161728200038,8.64450260092052
16,arm_flex_l,5.0,-20.8326002434515,9.05754284121322
17,arm_flex_l,5.0,-23.0160647553645,9.54118110568126
18,arm_flex_l,5.0,-25.3637459003316,10.079147125069
19,arm_flex_l,5.0,-27.8831822960577,10.6615971797641
20,arm_flex_l,5.0,-30.5796524480108,11.274065088008
21,arm_flex_l,5.0,-33.4662294826362,11.8966934905381
22,arm_flex_l,5.0,-36.5220298579746,12.5174417801421
23,arm_flex_l,5.0,-39.7073003278955,13.1191961228974
24,arm_flex_l,5.0,-42.9822345521793,13.684907060925
25,arm_flex_l,5.0,-46.2963775503503,14.1967379455386
26,arm_flex_l,5.0,-49.584499444892,14.6306043354034
27,arm_flex_l,5.0,-52.7673898462221,14.9647265856487
28,arm_flex_l,5.0,-55.7780421518902,15.1834779264952
29,arm_flex_l,5.0,-58.5313626927045,15.2706583588995
30,arm_flex_l,5.0,-60.9815869288747,15.2347138671568
31,arm_flex_l,5.0,-63.0863164113696,15.0745853090644
32,arm_flex_l,5.0,-64.8075524264275,14.7867465828915
33,arm_flex_l,5.0,-66.0908917929724,14.367422611512
34,arm_flex_l,5.0,-66.9628345481447,13.8751269420964
35,arm_flex_l,5.0,-67.4330158806329,13.3250530883617
36,arm_flex_l,5.0,-67.5211708957917,12.7370751534435
37,arm_flex_l,5.0,-67.2250329324765,12.1380989397991
38,arm_flex_l,5.0,-66.5834645930239,11.5684806545596
39,arm_flex_l,5.0,-65.6416194685075,11.0705167285354
40,arm_flex_l,5.0,-64.4417088665737,10.6479658363281
41,arm_flex_l,5.0,-63.0086369172693,10.3101900803581
42,arm_flex_l,5.0,-61.3831141054036,10.0553453580553
43,arm_flex_l,5.0,-59.5840610710957,9.8623833064368
44,arm_flex_l,5.0,-57.6490915233876,9.72008335978743
45,arm_flex_l,5.0,-55.5926116361502,9.62483267751546
46,arm_flex_l,5.0,-53.4289852187555,9.5727014065812
47,arm_flex_l,5.0,-51.1602162235595,9.56809739849653
48,arm_flex_l,5.0,-48.7866210283075,9.606321393658
