Percent_Stride,hip_flexion_r_4p0_Mean,hip_flexion_r_4p0_Std,hip_flexion_r_5p0_Mean,hip_flexion_r_5p0_Std,hip_flexion_r_6p0_Mean,hip_flexion_r_6p0_Std,hip_flexion_r_7p0_Mean,hip_flexion_r_7p0_Std,hip_flexion_r_7p5_Mean,hip_flexion_r_7p5_Std,hip_flexion_r_8p0_Mean,hip_flexion_r_8p0_Std,knee_angle_r_4p0_Mean,knee_angle_r_4p0_Std,knee_angle_r_5p0_Mean,knee_angle_r_5p0_Std,knee_angle_r_6p0_Mean,knee_angle_r_6p0_Std,knee_angle_r_7p0_Mean,knee_angle_r_7p0_Std,knee_angle_r_7p5_Mean,knee_angle_r_7p5_Std,knee_angle_r_8p0_Mean,knee_angle_r_8p0_Std,hip_flexion_l_4p0_Mean,hip_flexion_l_4p0_Std,hip_flexion_l_5p0_Mean,hip_flexion_l_5p0_Std,hip_flexion_l_6p0_Mean,hip_flexion_l_6p0_Std,hip_flexion_l_7p0_Mean,hip_flexion_l_7p0_Std,hip_flexion_l_7p5_Mean,hip_flexion_l_7p5_Std,hip_flexion_l_8p0_Mean,hip_flexion_l_8p0_Std,knee_angle_l_4p0_Mean,knee_angle_l_4p0_Std,knee_angle_l_5p0_Mean,knee_angle_l_5p0_Std,knee_angle_l_6p0_Mean,knee_angle_l_6p0_Std,knee_angle_l_7p0_Mean,knee_angle_l_7p0_Std,knee_angle_l_7p5_Mean,knee_angle_l_7p5_Std,knee_angle_l_8p0_Mean,knee_angle_l_8p0_Std,ankle_angle_r_4p0_Mean,ankle_angle_r_4p0_Std,ankle_angle_r_5p0_Mean,ankle_angle_r_5p0_Std,ankle_angle_r_6p0_Mean,ankle_angle_r_6p0_Std,ankle_angle_r_7p0_Mean,ankle_angle_r_7p0_Std,ankle_angle_r_7p5_Mean,ankle_angle_r_7p5_Std,ankle_angle_r_8p0_Mean,ankle_angle_r_8p0_Std,ankle_angle_l_4p0_Mean,ankle_angle_l_4p0_Std,ankle_angle_l_5p0_Mean,ankle_angle_l_5p0_Std,ankle_angle_l_6p0_Mean,ankle_angle_l_6p0_Std,ankle_angle_l_7p0_Mean,ankle_angle_l_7p0_Std,ankle_angle_l_7p5_Mean,ankle_angle_l_7p5_Std,ankle_angle_l_8p0_Mean,ankle_angle_l_8p0_Std
12,39.4212984176945,5.04861131234132,35.7094741534395,5.27453217442395,37.7056175149393,3.96716527449868,35.2033143678342,4.80024506904841,46.3588501334129,1.92890697343282,22.4119390397561,0.450964848140875,50.1690672480735,5.0980245764615,51.8985047681771,4.91508606852153,52.6942620529872,3.54095103020067,48.6378078537332,2.79806202156949,58.3650717156094,5.65747454227572,38.9610975019749,1.99977304923799,38.2221295172659,8.94321457245649,42.2719254121799,10.9126380984871,46.1176165517345,5.92565486285682,51.7377280132968,2.17484976808319,44.0202746800978,4.85738406927737,51.3437220957614,2.39168190735778,115.947503289382,4.95634654955444,124.249182007085,4.72051136243348,124.641418424684,0.918849508457224,136.574360843926,3.72205502130825,138.971471346268,1.7455970295961,147.206518334437,1.51087900903998,17.2750556753391,0.633354466778448,17.4875935902203,3.04749593830203,17.5708542738424,0.915885504773927,16.7900834259104,1.98960015501066,18.8152812480183,1.43912169120639,14.334161174124,0.724125004261758,-6.07768919314933,1.19669068386624,-0.833791048310118,2.95976451370147,-2.82394868152706,0.873241749234157,3.9204422387245,0.333099957887122,-0.529153941743671,1.76910987002384,-16.4080546486822,4.04591989735734
13,37.5559138837373,5.1823672278641,33.2724537602158,5.29319371217747,35.2434608348995,4.1340276694018,32.7529294494701,4.42564292558597,43.8949558595466,2.19149425971284,19.5064351216813,0.453266071513955,49.8591368212604,5.28827206667276,51.4656551349039,4.90744512159125,52.3878337772208,3.7372000701718,47.9088407919522,2.77427121661648,57.9960431788654,6.20150292905995,37.3092493038738,1.80208431788259,41.1431388344713,8.76382238644898,45.0465308939058,10.4787893932316,48.9553796754205,5.8583024527329,55.2856843351527,1.99368244126509,47.9455154900128,4.68589264879818,55.715258506221,2.21964779395558,116.317677495344,4.3566031505178,124.311591780604,3.85388347795981,124.387909180228,0.422419895028384,136.099565136629,3.49609748024479,139.446381725338,1.6724910106876,144.704399832531,1.86588468180679,18.6934331193111,0.908151937396249,18.8125373015712,3.17390400123452,19.0171128506213,1.11228920402635,17.465394285062,2.03843738537148,20.0500102468805,1.01254438811655,12.6573683111216,0.743433922326404,-5.103647201899,0.974123317818173,0.0209461089504418,2.54960193887196,-1.79052518205133,0.824868679418835,4.95955506586642,0.447802090424713,1.26566720719076,1.53515842045192,-15.2942632244498,3.87674655440963
14,35.5119858535827,5.43419755372239,30.578943756514,5.24424382835613,32.4570628657047,4.28831412516214,29.9332102182458,4.04397335002154,40.9957448190598,2.53006176055117,16.42078169907,0.522196553763123,49.1603270473416,5.53994155815705,50.5632352286311,4.92449765043663,51.5537001536252,3.94848917264039,46.6801010450633,2.77988127960505,57.0548220435851,6.76981585650421,35.1184752695204,1.5723288756429,44.036101882884,8.39613425619198,47.7411403176727,9.97672587166053,51.6653782680998,5.75751609276098,58.5921433313979,1.79600941641894,51.6950414543482,4.40513723759897,59.9296048546794,2.01160859340892,116.289765205092,3.74138213991812,123.97011431096,3.07671214917672,123.750348636626,0.258020649312146,135.201039439234,3.28280940002515,139.476895469343,1.7070444132666,141.805694222944,2.18908983871421,19.8582845311638,1.24831663652305,19.8134248311518,3.30875737612416,20.102316121677,1.37476376246627,17.661418179279,2.1971450548216,20.8901139722901,0.571266474670143,10.0316880191289,0.766140890752957,-4.25723510421296,0.793699022820831,0.738061519640527,2.17954322921444,-0.874787316827881,0.799587877251883,5.80655827647027,0.561508076110408,2.87359354551724,1.3169682847367,-14.3326080154118,3.6908689091809
15,33.3242804283912,5.80072599979131,27.685137476565,5.15158199988358,29.4042402456107,4.40468211617866,26.7920033502186,3.6804018416886,37.7045877302547,2.91664834739169,13.213437468593,0.633501826650421,48.0814788980988,5.84995029871249,49.2337807523394,4.97683545649418,50.2201815979293,4.16520395832543,44.9858898888466,2.82188602743483,55.5428584831368,7.34910774061581,32.4894431438683,1.32015615586635,46.8797046879109,7.8414069196064,50.3518426105457,9.44885501904559,54.2580375833337,5.62886796454466,61.6435364332522,1.59569823109186,55.2615367213896,4.02960950911833,63.9497736444073,1.76933768329285,115.852387566578,3.13163032627918,123.255244010562,2.41873134121765,122.753806846772,0.670784645267709,133.898057658536,3.09225498773624,139.081934591592,1.82978406139486,138.550547520103,2.48543856107223,20.6894735241149,1.62579787466325,20.4363975598929,3.4521602441935,20.7446225453612,1.69929360038099,17.3180088315498,2.45356855839615,21.2496163733125,0.279393012790005,6.50343142248376,0.787680206301612,-3.55121926684284,0.677408057709833,1.31610655355826,1.86193723978297,-0.0900031134453116,0.799005017695946,6.454996101047,0.653353328876863,4.26500946731254,1.13393695202717,-13.532312908684,3.48983316631069
16,31.0249848262876,6.27183865014244,24.6362315749501,5.03349776529503,26.1423081754901,4.45528329145241,23.3930123499697,3.35179199242804,34.0751479176262,3.32144663303963,9.95622607032112,0.756566818617453,46.6642433609224,6.24097660424594,47.5079735310229,5.06932879058581,48.4151722529016,4.35911339211783,42.8747165773031,2.89946051905303,53.4693105193177,7.92309993254941,29.549209534191,1.05934055046623,49.6387921959924,7.13601736822297,52.8682515660373,8.93912439673088,56.7397045610978,5.48027881232465,64.4406350596317,1.40082891822394,58.6476801457589,3.58381633598521,67.7455259658847,1.4946292381259,115.034253315767,2.51191943922147,122.183813770186,1.94473293124084,121.416375657786,1.11275041211533,132.213003425948,2.93216190293165,138.28421768417,2.01093204046585,134.974961328442,2.75973322004024,21.142961840104,2.07361407321679,20.6160111426263,3.61559339649713,20.8550839247522,2.06542405016919,16.3838325370367,2.77579611656801,21.0435814854793,0.627039353238442,2.15918767706849,0.805424371686921,-2.97276708147646,0.618838394445277,1.7580101537636,1.60573119860627,0.553819706069118,0.824120812458817,6.90739097292066,0.720273904535051,5.41936619457828,1.00593943552721,-12.8943304122232,3.27698576968356
17,28.6393100172267,6.79897529553373,21.472117915389,4.90689643110455,22.7379313032119,4.43264201885075,19.8132640229071,3.06538349756869,30.1653302644799,3.71355705736105,6.73112964401563,0.867969685768403,44.9477291903668,6.66563575455858,45.3946856117843,5.18905167007713,46.1902836353359,4.52303444302399,40.410293287685,3.00382497612227,50.8538433356232,8.47091586923103,26.449821258988,0.808619375982774,52.2781402529486,6.34209615324285,55.2662622041739,8.48425083311591,59.1166508012372,5.31645369585434,66.9960357793357,1.21391859050091,61.859252762747,3.10031491762521,71.292317968746,1.18965107016199,113.850173606467,1.90960726431577,120.742564796413,1.72328602279007,119.764721331414,1.53270842005632,130.16973724799,2.80685029754123,137.107374968493,2.22316864134756,131.109250329238,3.01599109118793,21.1831382270254,2.55812424455551,20.2370227010027,3.7755131119469,20.3655573598607,2.46106732902066,14.8219735447854,3.12867797644428,20.1938108944546,1.17768256536205,-2.86950563297857,0.818330687713773,-2.50853826099793,0.619283009686092,2.06138798504002,1.41676323474674,1.05737712691817,0.867910986391654,7.1756274156807,0.76524680004177,6.32787120866362,0.944846071214812,-12.4114578506687,3.05701586398374
18,26.1890839915183,7.35304610565439,18.2522151910682,4.77735336346859,19.2558470910847,4.33251768799675,16.1409806513449,2.81934933352602,26.034748901816,4.06103164006669,3.62587417785812,0.951414131413957,42.9518551228504,7.10403771833544,42.974060193874,5.31350921065162,43.6087154938607,4.65014162078426,37.6725926745351,3.11940454229358,47.7307804958916,8.96641630986983,23.3647768446763,0.592724498017133,54.7647012490324,5.51074411760955,57.5387909140441,8.10553847226561,61.3902438814344,5.14022995093688,69.3312048686883,1.03394683206232,64.9009136455101,2.61651200122885,74.5698799302671,0.857828494905966,112.300134779366,1.36238241591553,118.975423089592,1.79638803231865,117.822545913151,1.93223294044887,127.79200770579,2.71713998703332,135.573940464025,2.44645278474607,126.976971189495,3.25689987588592,20.7554636154029,3.08813606321072,19.2761621844266,3.95249079230412,19.2281659339173,2.87599670523552,12.6157210746951,3.48093619355831,18.6354067288459,1.77275023381943,-8.40478960817168,0.825853468174105,-2.14603078992313,0.638707877362256,2.25363305071074,1.29187960483924,1.4289948542088,0.92342514350282,7.28005646622139,0.793789911899773,6.99550920800874,0.945834210250555,-12.070448355763,2.83487403293495
19,23.6946610576457,7.88626014192472,15.0295843205665,4.64806687636394,15.7563065776329,4.14972707018276,12.4723735469736,2.60513889485375,21.7453193105538,4.33260544030744,0.72851419021011,0.99626566334086,40.7216781468526,7.5519296514786,40.3086669537823,5.43651161488559,40.7385602795311,4.72355310886972,34.7582259377979,3.22640763685399,44.1534800183271,9.37898284639973,20.4825731797125,0.441435859791777,57.0693694725612,4.68924878784867,59.6829647993194,7.7919956372666,63.5546486008783,4.9532719476378,71.4727459154921,0.858512972872374,67.7750688138074,2.17049530497136,77.5606487956271,0.507355972107495,110.409776254618,0.883423261802113,116.910974814737,2.05672640822345,115.60492846996,2.31333123702091,125.102125542886,2.6609527249516,133.704331911405,2.66763283741669,122.594418935858,3.48342797869572,19.8431340736576,3.7016747432147,17.7082892571801,4.12527917677307,17.4075760539835,3.28817001709142,9.77429851158848,3.80559927750985,16.3238041346325,2.37775624098638,-14.2272295604356,0.826949279559064,-1.86092358769673,0.656983173809956,2.35986907644712,1.21374343377695,1.68213107067254,0.986947025425804,7.24706719503706,0.811766641995543,7.4418545431997,0.989325579985085,-11.8561099515684,2.61453473644081
20,21.1732336221224,8.35065138213907,11.85553364388,4.50647896094757,12.2990270415386,3.8846815830178,8.9067887423363,2.41116525510344,17.3631254763949,4.50122870197833,-1.87887582219013,0.997256117114882,38.2939535660464,7.96340764389636,37.4559233787172,5.53918304246911,37.65939994315,4.72759850053796,31.7796469653434,3.30418173469493,40.1979265057479,9.67562674593877,17.9967437647893,0.372489564629391,59.1636741407625,3.94371568595581,61.6950215039902,7.52856194739659,65.6002553114289,4.75564907685184,73.447780308608,0.684828016663078,70.4824129464979,1.7956319451835,80.2481507944468,0.193068614249514,108.187216853729,0.592090456400451,114.562612930974,2.40607193715904,113.123381223186,2.68097579623088,122.120214370126,2.63424149893967,131.516484318195,2.87875420449923,117.970901344103,3.69470973164851,18.4212222975094,4.33589323660714,15.5044635670198,4.27561729907512,14.8913642723677,3.67117308837096,6.33803399598855,4.07884630646859,13.2419305069561,2.95972343715874,-20.0885550352578,0.820367911052832,-1.6349750608599,0.670730790931066,2.40160404990085,1.17105417509073,1.83636987863713,1.05505195659379,7.10583892360822,0.823708282998994,7.70015887717271,1.05252708923329,-11.7562353215327,2.39798903744663
21,18.6422246745065,8.68744184646471,8.78711212176286,4.33865055847344,8.95399646540967,3.53360819943501,5.54100116579689,2.22695044801995,12.9598625307061,4.54817476455578,-4.1272439408031,0.95513128192841,35.7072715107792,8.30459119840306,34.4758508447105,5.59878883931909,34.4648315294086,4.64587959425459,28.8629519458508,3.33435131622574,35.9648167234201,9.82401691151574,16.0921849413648,0.358441214844374,61.0158008954362,3.33434659827136,63.5581928051173,7.29907786051232,67.5069237329875,4.5436854332278,75.2790986131711,0.509595987530098,73.0226572881318,1.51413010070226,82.61536827807,0.3461177657527,105.632530812931,0.721633730274174,111.921694253462,2.75839926902328,110.372019055936,3.05005722909549,118.864023688527,2.63194958684449,129.025791268904,3.07537218262546,113.109843953181,3.88819337567836,16.4602849216976,4.97804890513724,12.6119679910525,4.32534199502151,11.6615782227964,4.01167891581156,2.38219046745237,4.27965492959558,9.40697405254972,3.47936377236671,-25.7323893941584,0.806713384075018,-1.45575009821027,0.665861728340356,2.3991517714391,1.15105138024074,1.91048251565707,1.12243733197475,6.88495381961262,0.832072534627361,7.81446153368983,1.11820231921176,-11.7653543611915,2.18485312688315
22,16.1394576760493,8.86452333251344,5.90074585730188,4.12108077872871,5.77417126796242,3.11198821598477,2.46400068167805,2.04644260203641,8.6133156611122,4.46645065926484,-5.96778529978318,0.877581222039872,33.0195051702412,8.55607546733572,31.4628294521427,5.59167045783683,31.2685468626088,4.45979054377807,26.1441201010411,3.30304297595177,31.579877262138,9.79631867871701,14.9286267048051,0.349704214997584,62.629548135457,2.86021353086234,65.2755792389806,7.09355608823583,69.2649010123427,4.31749669044122,76.9813991103056,0.32898178565224,75.3949843196086,1.33094247892964,84.6432401324049,0.723421967480586,102.76954246219,1.07493718821551,108.996255361345,3.13391601913319,107.369572768311,3.41748362183214,115.34909431938,2.64856375394787,126.24522633856,3.25517658098514,108.010518938623,4.0598884783742,13.966204717809,5.63373881514086,9.04854384845776,4.34743427897176,7.80790673417549,4.25435684805692,-1.98154678038435,4.39085817837763,4.87631542125458,3.89300602388345,-30.920594574539,0.791486954935982,-1.30500932363567,0.648903935731348,2.37461743981213,1.13647627855828,1.93053725697689,1.18527446902089,6.60937752202651,0.83750718657228,7.83470175099724,1.17719234232783,-11.886059864996,1.97289431305075
23,13.69189954619,8.87033118430169,3.23718671049831,3.84835347033306,2.81913047698272,2.63310099903063,-0.247030711353749,1.86932619182667,4.40702054805855,4.26331947880098,-7.37816706233824,0.779494667894953,30.2800277538531,8.6869305731319,28.5162908334511,5.50652368564963,28.1861984400866,4.16065835926532,23.763365280567,3.20206530521029,27.1924863913801,9.57392888787358,14.6238627110053,0.325852230747838,64.0063292541223,2.53024636874923,66.8519639833049,6.90643216828263,70.861771927567,4.0740510761622,78.5595872832168,0.139509127859888,77.5982359308863,1.23202466915238,86.3096696442062,1.10726781526758,99.6130119544333,1.46187401932094,105.813636784562,3.50252927348886,104.119068981217,3.78723229427603,111.589257255685,2.67809788051469,123.185598305302,3.41713991512828,102.670158154156,4.2045879574719,10.9516502658885,6.22866855302231,4.93209091455406,4.2871143740879,3.41797351790028,4.36583397875092,-6.60712305915339,4.40141305715033,-0.247672748760379,4.15803616594581,-35.4604909890861,0.786821309172242,-1.17438542956363,0.622771309356977,2.34310827522108,1.11273692429342,1.91392873265393,1.23670533159387,6.29855622414621,0.839850525704793,7.81053987249486,1.22786594798437,-12.1280417180957,1.75930465590343
24,11.3399546765848,8.67735510699312,0.850476366166367,3.52307844954019,0.160092849537735,2.12928593929757,-2.53005342590092,1.70038198679513,0.428750177544779,3.96264021965832,-8.36618252782299,0.681347618814173,27.5526260647101,8.65728123288854,25.7376735852775,5.33285621200365,25.3485569381517,3.75734919755427,21.8572418679223,3.0293726659699,22.9725244988504,9.15266991554129,15.2409640203634,0.307029894471034,65.1435014778725,2.30978189656537,68.2864896907833,6.7329773574802,72.2858586839731,3.81212606172439,80.0089224122626,0.0608263841715701,79.630382986204,1.19132151520858,87.5895019876532,1.46859335949645,96.1639115493829,1.84956869954604,102.379655305241,3.85711317970617,100.615931921922,4.15131019325188,107.597565176932,2.71386265700522,119.855851252307,3.56104877494634,97.0863868921644,4.31615723347341,7.43276854219719,6.72652903211622,0.366360383063934,4.12843764852681,-1.39656393039582,4.30206607587484,-11.3208584439999,4.3093487890333,-5.81484180233422,4.24089788976946,-39.2268292234462,0.808630474797719,-1.0627853653098,0.593325990165295,2.30984784603062,1.07500051951198,1.87387954618278,1.26962060857746,5.96602097938548,0.839083253075827,7.78550206375472,1.274360611701,-12.5055059506546,1.54192322192565
25,9.13866389303976,8.29839075555317,-1.18770727507794,3.15336432483139,-2.14731818980146,1.61129955054225,-4.34166088796214,1.5482192865572,-3.2327853480288,3.60693470910246,-8.96947141374343,0.604168976623986,24.9137590803075,8.44150688376589,23.2580071660495,5.0682044806214,22.8814644597097,3.25578402318981,20.5487671599417,2.7894437164296,19.1049361002984,8.54741911775514,16.7836272916383,0.340411988203834,66.0711629538661,2.15359093476086,69.5677555937324,6.56214882181438,73.5408897413875,3.52760149004286,81.3159674625838,0.270714548654905,81.4869307156925,1.18221259353762,88.455837959279,1.78877082088109,92.4411266426141,2.22646586342075,98.6844734614919,4.16985224346299,96.8713901537336,4.51721003487338,103.387538317184,2.7484464746341,116.26338398221,3.68710557927002,91.2600680652838,4.38801127251738,3.4728695133448,7.10320772201863,-4.52049920723247,3.84483827044956,-6.45277397018225,4.07353585054499,-15.9334709395892,4.12470006523282,-11.628819114488,4.12726505779499,-42.1738299994446,0.868611461093687,-0.970633047067903,0.573873998697041,2.27581982719188,1.02754914274025,1.81751609123337,1.27943136050437,5.62009087327889,0.835536989232392,7.79287369482011,1.32436379093757,-13.0333433117795,1.31972465614556
26,7.11111132325592,7.76734425754234,-2.82443959176593,2.79638820833633,-4.05033088470593,1.10754745428553,-5.6605683972681,1.42426954347797,-6.49271770759092,3.25675575074912,-9.24353224178113,0.559887269426057,22.4243732323161,8.03356180358613,21.1990826474272,4.74365663769773,20.9029814660926,2.66787886764833,19.9369437219782,2.49411141209599,15.7813132976831,7.79527014843272,19.2233876339735,0.430370244091984,66.805987752798,2.04201466581935,70.6988340751962,6.40325866691923,74.6298912508896,3.21881810689141,82.4595886433549,0.487346947641385,83.1590807336133,1.18377257276504,88.8707148156119,2.06284976800424,88.465470548649,2.57649550557624,94.7369488618819,4.46041488220556,92.8929055352016,4.88190639427239,98.9743800656977,2.77402680496616,112.414541219548,3.79561782997235,85.1932854522606,4.41829536494224,-0.834006892970702,7.29341115432602,-9.51932844438873,3.48450287665103,-11.5603907688352,3.68160754846414,-20.2568315708538,3.87118713593658,-17.4562491318967,3.83449091174685,-44.3162012086176,0.956819529962853,-0.901694862560587,0.576190819353818,2.23285587072675,0.984881742651475,1.74810035595311,1.26421982118318,5.26496388164769,0.829570859281781,7.85361273486782,1.38698068354846,-13.7266964457419,1.09684344665517
27,5.2998014879411,7.09217332071379,-4.03199307062486,2.44412517561076,-5.50777622179254,0.684654170255187,-6.48980147273484,1.34117172810152,-9.27506073987805,2.98154259796094,-9.27963280748318,0.544258903338452,20.1748837073375,7.39526127300225,19.6739327708112,4.32838155884665,19.5192137172622,2.01406848045262,20.0878793499497,2.1637313339194,13.1882216036688,6.95651224683564,22.4394053033729,0.567047711840135,67.3520140907575,1.9485173923433,71.6755031256836,6.22977889446267,75.5553140700059,2.88589488385988,83.4121376240703,0.706183124086993,84.6331630519267,1.18043327819314,88.825817712915,2.27263293570687,84.2412041712637,2.90653354200929,90.5537487569978,4.72910255357146,88.6909732398367,5.23943697014059,94.3758829659887,2.78282323374847,108.315442453422,3.88698246342574,78.9112034358513,4.39454571716663,-5.38464332308335,7.23983491129219,-14.4050727551482,3.05002406710691,-16.5165337793584,3.14274247707946,-24.1233282900004,3.58425215690876,-23.0460248502522,3.42536705341595,-45.783039501206,1.07989673246706,-0.857258324347881,0.604100130626042,2.17555518478508,0.961137221134259,1.66638029854636,1.22514977555603,4.90165643735004,0.821377213650491,7.97570028735867,1.47072427235714,-14.5809305899851,0.870994547796399
28,3.73690256583243,6.29919538401629,-4.80772918753208,2.14843817816015,-6.49556635061591,0.524742835667552,-6.85622050948826,1.30901260317484,-11.5171472528928,2.83476633156844,-9.1619896446824,0.545552404730582,18.2609865217398,6.52367407262744,18.7610559951659,3.85617640243608,18.8197959797368,1.32298532047535,21.0296103680113,1.82798839905915,11.4929326584536,6.11161479346928,26.3142441237687,0.72658190204667,67.7152673924534,1.86936158713419,72.4873698885772,6.03152556278396,76.3151878923718,2.53198586153262,84.1415025725724,0.922773824343902,85.8919816010091,1.16002141304624,88.3126208749489,2.41380455658545,79.7840001903467,3.20174340913336,86.1513259813409,4.96171784344288,84.2805598954563,5.58147602738637,89.6130586752893,2.76745484128723,103.973178290558,3.96184279783147,72.4465331315096,4.31048964553675,-10.0343162682084,6.9221794836091,-18.9749512547032,2.55731211656469,-21.1182506134874,2.4927253548982,-27.4043232198242,3.30273107573747,-28.1571782805519,3.016880665898,-46.7169504818824,1.229811105676,-0.831633755259329,0.65469005884164,2.1009564484619,0.969771333685905,1.57113179468381,1.16644311431056,4.52858455463452,0.811216452312191,8.15439633356903,1.58134540800183,-15.5805335004426,0.651307623567255
29,2.41673967925931,5.43764614390556,-5.14517464621961,1.91415178305841,-7.0123710618011,0.714341906178132,-6.80698670069919,1.33028109141044,-13.1736825742539,2.82119129399701,-8.96817679650673,0.549217593060289,16.7341607932294,5.46467889087959,18.5556334005903,3.34865819484404,18.8689937284722,0.630315821017479,22.7517036176941,1.52584692232718,10.8281525764103,5.3506210447432,30.7237222081317,0.89028744703288,67.9052123075964,1.79281271598886,73.1065202267909,5.79092484201498,76.8999471627695,2.16432423254115,84.6144320188207,1.13369633991981,86.9171554497956,1.11313292081471,87.3376787211658,2.48705754969824,75.1285988246452,3.45280749998202,81.5374657632005,5.12736734200544,79.6819915522651,5.89705684541929,84.7107937204735,2.72112943689264,99.3972135640133,4.02099162445781,65.8478260240455,4.16142335893074,-14.6396596616199,6.33596651925064,-23.0201542358976,2.08719999598433,-25.1822808445903,1.78427870703272,-30.0237965931773,3.05509104038412,-32.5894757956639,2.7615052487971,-47.2644914757902,1.39642990855552,-0.807677005196904,0.714474834944916,2.00600730167829,1.01162602571573,1.45951984346558,1.09549958430241,4.14194828955029,0.799889101585747,8.37332451740409,1.71983398707403,-16.6932640360215,0.476667405273449
30,1.3658530411627,4.53372064835203,-5.08847013050322,1.79247962706852,-7.08351799669879,0.99088351974793,-6.40373774015925,1.39759793271693,-14.2210012838391,2.89038409869668,-8.76077778210699,0.544200428373893,15.7081530998651,4.23130227993916,19.0758779918592,2.88300475264732,19.6955348075751,0.0703589446573417,25.2092721281048,1.30314912451198,11.2777772126234,4.75148227266749,35.5490183847949,1.04487273498609,67.9087284139851,1.69845499457358,73.5124674346642,5.52083294123916,77.2918084343425,1.79485244593271,84.8007127389934,1.33671041311481,87.6909472668927,1.0339585819719,85.9246286215841,2.49740353825115,70.2938633650227,3.65105578332817,76.7418653607152,5.23387929607053,74.9220054710293,6.17262209977928,79.6987635662752,2.63778864039496,94.6007515074887,4.06487254159788,59.1792826952147,3.94550206347464,-19.0238030037753,5.48022361687289,-26.3879385970911,1.65585398638828,-28.5671469397695,1.0812310731464,-31.964244322145,2.84819871339418,-36.2082877644941,2.76333924459015,-47.5500587096501,1.56956131636643,-0.763405222908047,0.770576198567168,1.88944668342577,1.07758940384982,1.32738912386841,1.02482983641906,3.73633043309652,0.789082702675425,8.60654839165869,1.88166488771722,-17.8734429035025,0.4532378336751
31,0.58301543897077,3.63063243397397,-4.71007562074981,1.73173793951293,-6.74013090074053,1.22480841883336,-5.71578289231149,1.496408425085,-14.6612582281694,2.9688980128928,-8.58243655529014,0.524264269827344,15.2518202699669,2.88752184040544,20.2949522902485,2.43400760944933,21.3343262734633,0.652872155191909,28.3301090248924,1.20015288815162,12.8662815192838,4.35060860120406,40.6838740019185,1.1807822568667,67.7269448319069,1.57673975020542,73.682466462829,5.21320559281614,77.4511121662977,1.44313870249533,84.6773586212795,1.5299584083855,88.1969575372514,0.922417288754471,84.1139946052675,2.45339023274987,65.3208130976216,3.77854902455052,71.8052445272413,5.27296182173989,70.0306961778142,6.39009052588671,74.6125850931553,2.51244219183189,89.6020718562437,4.0929850352847,52.5184244454703,3.66498747493581,-23.0212052200207,4.41312604360033,-29.0108923357256,1.2850118614293,-31.1404084880999,0.473634946921583,-33.2637132871412,2.66809678923102,-38.9569755920305,2.98589163699588,-47.6635819850475,1.74045424501302,-0.67533763728906,0.81090510556089,1.75206150157961,1.15101378579938,1.16790721922763,0.973281633218086,3.30597379457589,0.781338033957062,8.82168804104248,2.05772676062026,-19.0701150524853,0.627134405864616
32,0.0544203106041275,2.79716660206507,-4.07895305247719,1.69578207285144,-6.06815782632308,1.36671566443736,-4.81360321196326,1.60964082040005,-14.5252185956882,2.99614560731592,-8.45448193980533,0.487062942726827,15.3942034619727,1.60418519895192,22.1875228923621,1.98406002583463,23.7104699525205,1.14724489120679,32.0234358929515,1.22443376627888,15.5548896436848,4.12573945543784,46.0373689232865,1.29132802413641,67.367349879102,1.42105272171548,73.5856922201045,4.86672658925552,77.360050755878,1.14291980497671,84.2320290103889,1.71083827177063,88.42028743688,0.787858643651587,81.9610887114141,2.36626433475818,60.2584382897906,3.82453700500668,66.7703891095837,5.23396508227073,65.0584351750548,6.52650568778915,69.4949552668859,2.34179508032538,84.4261794491172,4.10351809518238,45.9523729185706,3.32697179007561,-26.5170663245629,3.25552731159666,-30.8493941024649,0.965518889947025,-32.9112218268831,0.334289247680636,-34.0046130697213,2.4924164868603,-40.854739676495,3.30139474051851,-47.6607743619809,1.90295656122652,-0.522909442802161,0.821580436882093,1.59226121766108,1.21852149401644,0.975663946914813,0.974331500863759,2.84682535839918,0.779477159366824,8.98384380411313,2.2361632661658,-20.2379933602626,0.89287338312926
33,-0.218018867346586,2.06632577326996,-3.2598613376237,1.64598008148525,-5.15811034109831,1.42840657231644,-3.76376508663173,1.72092788008862,-13.8720774255065,2.93977498014482,-8.37841557781949,0.433239292348887,16.2147566451024,0.793113877959488,24.7393636533975,1.53431664637113,26.7291390416412,1.55083241529185,36.1886836926774,1.34233244942365,19.2464514980671,4.01364331257722,51.5339173227961,1.37238904186723,66.817835479128,1.21157675444548,73.1793227480658,4.47211725790782,77.0035982741343,0.936226630063444,83.4649155645237,1.87542397344917,88.3480723214859,0.654599413906643,79.5326207484265,2.24918552064784,55.1639481757677,3.76809095417032,61.6857927696516,5.0972045244376,60.0636892190284,6.57058692197067,64.3962700036335,2.12498491961442,79.1068480109994,4.09335856084272,39.5736957946915,2.9435912627676,-29.3513631910982,2.08437522407699,-31.8807518866441,0.713953937837118,-33.9513817916914,0.639675540554436,-34.2963609501961,2.30385703360838,-41.9825323137586,3.60003102511973,-47.5701860179845,2.05421012014176,-0.286231047482394,0.793705732693988,1.40438725846858,1.2662857433893,0.747427716103451,1.05655047023437,2.35868455496062,0.785397371727201,9.0598319497205,2.40405766103319,-21.3478372275176,1.17277183988006
