Time,Coordinate,Speed,Mean,Std
0,knee_angle_l,7.0,111.415751561566,5.37326550057857
1,knee_angle_l,7.0,115.130445355067,5.30226919415103
2,knee_angle_l,7.0,118.655874103236,5.23063201370829
3,knee_angle_l,7.0,121.964679621393,5.15477561186105
4,knee_angle_l,7.0,125.024695356092,5.0703568739096
5,knee_angle_l,7.0,127.800329934953,4.97258319423233
6,knee_angle_l,7.0,130.254543055546,4.85685803294845
7,knee_angle_l,7.0,132.351217683453,4.71957603697741
8,knee_angle_l,7.0,134.057751735178,4.55881893128816
9,knee_angle_l,7.0,135.347535318473,4.37480129689088
10,knee_angle_l,7.0,136.201868001908,4.17013060620843
11,knee_angle_l,7.0,136.611019443783,3.94998045311691
12,knee_angle_l,7.0,136.574360843926,3.72205502130825
13,knee_angle_l,7.0,136.099565136629,3.49609748024479
14,knee_angle_l,7.0,135.201039439234,3.28280940002515
15,knee_angle_l,7.0,133.898057658536,3.09225498773624
16,knee_angle_l,7.0,132.213003425948,2.93216190293165
17,knee_angle_l,7.0,130.16973724799,2.80685029754123
18,knee_angle_l,7.0,127.79200770579,2.71713998703332
19,knee_angle_l,7.0,125.102125542886,2.6609527249516
20,knee_angle_l,7.0,122.120214370126,2.63424149893967
21,knee_angle_l,7.0,118.864023688527,2.63194958684449
22,knee_angle_l,7.0,115.34909431938,2.64856375394787
23,knee_angle_l,7.0,111.589257255685,2.67809788051469
24,knee_angle_l,7.0,107.597565176932,2.71386265700522
25,knee_angle_l,7.0,103.387538317184,2.7484464746341
26,knee_angle_l,7.0,98.9743800656977,2.77402680496616
27,knee_angle_l,7.0,94.3758829659887,2.78282323374847
28,knee_angle_l,7.0,89.6130586752893,2.76745484128723
29,knee_angle_l,7.0,84.7107937204735,2.72112943689264
30,knee_angle_l,7.0,79.6987635662752,2.63778864039496
31,knee_angle_l,7.0,74.6125850931553,2.51244219183189
32,knee_angle_l,7.0,69.4949552668859,2.34179508032538
33,knee_angle_l,7.0,64.3962700036335,2.12498491961442
34,knee_angle_l,7.0,59.3753821033592,1.86293056321684
35,knee_angle_l,7.0,54.4956308241847,1.56221778312394
36,knee_angle_l,7.0,49.8217157329899,1.23729560388285
37,knee_angle_l,7.0,45.4170906450784,0.916584323921617
38,knee_angle_l,7.0,41.3398249208403,0.667771506511494
39,knee_angle_l,7.0,37.6395297629952,0.627154859797387
40,knee_angle_l,7.0,34.3553348447869,0.831222631543157
41,knee_angle_l,7.0,31.5151557891718,1.14706506107383
42,knee_angle_l,7.0,29.1362775028796,1.49161832622766
43,knee_angle_l,7.0,27.2270032635392,1.83610373727455
44,knee_angle_l,7.0,25.7889301833651,2.17235795007096
45,knee_angle_l,7.0,24.8193183227952,2.50125749622694
46,knee_angle_l,7.0,24.313037618267,2.82826227334182
47,knee_angle_l,7.0,24.2637096553235,3.1603400860346
48,knee_angle_l,7.0,24.6636480867316,3.50276032480259
49,knee_angle_l,7.0,25.5020351675616,3.85549948080287
50,knee_angle_l,7.0,26.7608706379976,4.20962673292613
51,knee_angle_l,7.0,28.4136951294436,4.54170785650373
52,knee_angle_l,7.0,30.4041570796441,4.82187904855218
53,knee_angle_l,7.0,32.6597025068665,5.00952775975061
54,knee_angle_l,7.0,35.0887452267367,5.06485160384268
55,knee_angle_l,7.0,37.5870312101317,4.95884843852165
56,knee_angle_l,7.0,40.0452522831838,4.67945436383468
57,knee_angle_l,7.0,42.3565637040654,4.23238287458335
58,knee_angle_l,7.0,44.4233066424221,3.63889931084109
59,knee_angle_l,7.0,46.1620321636186,2.93234934466331
60,knee_angle_l,7.0,47.5062338554499,2.15415289804511
61,knee_angle_l,7.0,48.4071341496895,1.35217673448429
62,knee_angle_l,7.0,48.8333269549438,0.608762415452191
63,knee_angle_l,7.0,48.7696471345281,0.489504175590612
64,knee_angle_l,7.0,48.2153190048102,1.11418466169192
65,knee_angle_l,7.0,47.1819192315168,1.75909507522713
66,knee_angle_l,7.0,45.6921878869224,2.34273186433036
67,knee_angle_l,7.0,43.7792766528281,2.84910552298504
68,knee_angle_l,7.0,41.490380887878,3.26790292765051
69,knee_angle_l,7.0,38.8914315120987,3.58642300544578
70,knee_angle_l,7.0,36.0636023994197,3.79098107204061
71,knee_angle_l,7.0,33.1066014816256,3.86502422642004
72,knee_angle_l,7.0,30.1373074869568,3.79119771614243
73,knee_angle_l,7.0,27.2859291175287,3.5554956282174
74,knee_angle_l,7.0,24.6898790533421,3.15325237770121
75,knee_angle_l,7.0,22.4859038995015,2.59778528354286
76,knee_angle_l,7.0,20.8011708727827,1.94043385805849
77,knee_angle_l,7.0,19.744091588425,1.35096463694332
78,knee_angle_l,7.0,19.3960089429075,1.30949075961503
79,knee_angle_l,7.0,19.805143759457,1.99636700117824
80,knee_angle_l,7.0,20.9839193902723,2.96630117301665
81,knee_angle_l,7.0,22.9101243720307,3.9841830636524
82,knee_angle_l,7.0,25.5316184281074,4.95565793517261
83,knee_angle_l,7.0,28.7735454590871,5.83088880342024
84,knee_angle_l,7.0,32.546547811399,6.58244960109656
85,knee_angle_l,7.0,36.754620879336,7.19841175620974
86,knee_angle_l,7.0,41.3017674636255,7.67854966027732
87,knee_angle_l,7.0,46.0969909534647,8.03163401480072
88,knee_angle_l,7.0,51.0574757426665,8.27308306432812
89,knee_angle_l,7.0,56.1102826041357,8.42238592042142
90,knee_angle_l,7.0,61.1932382832411,8.50023026366871
91,knee_angle_l,7.0,66.2555113452269,8.52585254561509
92,knee_angle_l,7.0,71.2578238048142,8.51531867016829
93,knee_angle_l,7.0,76.1719639287284,8.48097069505187
94,knee_angle_l,7.0,80.9794711867882,8.4315992545429
95,knee_angle_l,7.0,85.669690544528,8.3727813189712
96,knee_angle_l,7.0,90.2374989819466,8.30722211016526
97,knee_angle_l,7.0,94.6809391453456,8.23520465575072
98,knee_angle_l,7.0,98.9989238358495,8.15517420558778
99,knee_angle_l,7.0,103.189057388956,8.06427666046957
100,knee_angle_l,7.0,107.245550442388,7.95866791408335
